11	70202638	70205539	TE_01_003900588
8	102584167	102601732	TE_01_003900589
12	56154842	56160841	TE_01_003900590
18	2301820	2304993	TE_01_003900591
1	182838661	182841758	TE_01_003900592
14	20454215	20458667	TE_01_003900593
X	110394325	110411477	TE_01_003900594
6	159788240	159791749	TE_01_003900595
6	39992254	40000464	TE_01_003900596
10	5070537	5079881	TE_01_003900597
10	80454228	80468543	TE_01_003900598
16	2663508	2684450	TE_01_003900599
10	92754918	92762413	TE_01_003900600
2	38641999	38655195	TE_01_003900601
9	129022472	129040920	TE_01_003900602
16	14628785	14633829	TE_01_003900603
2	111365391	111382088	TE_01_003900604
1	91728541	91737607	TE_01_003900606
7	131326501	131330016	TE_01_003900607
4	139082019	139085338	TE_01_003900608
7	100876350	100898419	TE_01_003900609
4	128809195	128825647	TE_01_003900610
22	43181022	43185100	TE_01_003900611
5	135132303	135136874	TE_01_003900612
12	79932247	79937178	TE_01_003900613
5	140399585	140403175	TE_01_003900614
8	95088928	95094360	TE_01_003900615
11	61360892	61364460	TE_01_003900616
1	150548415	150553981	TE_01_003900617
1	173475106	173480756	TE_01_003900618
6	150150069	150152834	TE_01_003900619
1	161115223	161120404	TE_01_003900620
8	90164567	90169382	TE_01_003900621
5	138463195	138476992	TE_01_003900622
X	74290444	74292872	TE_01_003900623
7	135923617	135943883	TE_01_003900624
6	53357843	53360775	TE_01_003900625
5	172004715	172007845	TE_01_003900626
19	45664502	45671505	TE_01_003900627
19	14416757	14435572	TE_01_003900628
19	40601229	40625969	TE_01_003900629
5	109408585	109412406	TE_01_003900630
22	39316982	39320955	TE_01_003900631
1	225423270	225429659	TE_01_003900632
6	10400979	10405797	TE_01_003900633
X	119684937	119693804	TE_01_003900634
20	32569142	32585023	TE_01_003900635
14	23033128	23036134	TE_01_003900636
17	38748651	38753637	TE_01_003900637
7	1852827	1857639	TE_01_003900638
14	67410011	67422405	TE_01_003900639
21	42971247	42981493	TE_01_003900640
5	178115708	178137160	TE_01_003900641
6	149543925	149546989	TE_01_003900642
12	6960574	6963417	TE_01_003900643
X	71365105	71368544	TE_01_003900644
1	16143172	16147903	TE_01_003900645
22	39281318	39294647	TE_01_003900646
17	77107916	77138623	TE_01_003900647
10	131914161	131928695	TE_01_003900648
3	47501395	47516667	TE_01_003900649
2	37560134	37564972	TE_01_003900650
1	23341722	23345586	TE_01_003900651
19	12543494	12546314	TE_01_003900652
6	26553381	26577963	TE_01_003900653
9	128077499	128079867	TE_01_003900654
2	65220558	65232620	TE_01_003900655
2	26242495	26247328	TE_01_003900656
12	64450857	64459811	TE_01_003900657
19	3604981	3609992	TE_01_003900658
6	27829101	27832038	TE_01_003900659
13	50122536	50127090	TE_01_003900660
16	89315224	89334784	TE_01_003900661
1	147376738	147380161	TE_01_003900662
19	14003197	14016113	TE_01_003900663
1	16205608	16233219	TE_01_003900664
13	110503021	110511157	TE_01_003900665
11	118787968	118792771	TE_01_003900666
6	31814551	31819103	TE_01_003900667
3	129460457	129463201	TE_01_003900668
10	50621696	50626241	TE_01_003900669
6	33423926	33441234	TE_01_003900670
17	38867097	38882037	TE_01_003900671
10	68554346	68564039	TE_01_003900672
11	118601736	118643829	TE_01_003900673
7	4738136	4745967	TE_01_003900674
6	143803752	143809221	TE_01_003900675
1	183470218	183473921	TE_01_003900676
20	31738227	31741182	TE_01_003900677
11	118001088	118013150	TE_01_003900678
20	57389109	57394460	TE_01_003900679
X	151970656	151988725	TE_01_003900680
6	32001410	32004369	TE_01_003900681
7	156638352	156641801	TE_01_003900682
15	55268220	55283706	TE_01_003900683
6	8098855	8102625	TE_01_003900684
16	30185236	30200292	TE_01_003900685
4	80115514	80144347	TE_01_003900686
17	41781706	41795009	TE_01_003900687
7	158702519	158711125	TE_01_003900688
10	123134515	123140208	TE_01_003900689
16	2212031	2226572	TE_01_003900690
5	40796963	40803684	TE_01_003900691
10	92689949	92700523	TE_01_003900692
16	87363905	87390351	TE_01_003900693
5	141603695	141619097	TE_01_003900694
11	75328848	75352601	TE_01_003900695
7	10779002	10790124	TE_01_003900696
3	138831791	138835974	TE_01_003900697
2	32164279	32169132	TE_01_003900698
5	139474161	139483064	TE_01_003900699
16	85301540	85336145	TE_01_003900700
22	31937006	31950807	TE_01_003900701
11	267545	269937	TE_01_003900702
17	64021952	64026180	TE_01_003900703
X	53252447	53280004	TE_01_003900704
17	7010987	7014965	TE_01_003900705
16	89486199	89506693	TE_01_003900706
3	38015557	38021254	TE_01_003900707
12	50761977	50766528	TE_01_003900708
